airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration
AirAsia,I5-972,Hyderabad,Evening,one,Early_Morning,Mumbai,Economy,13.42
Air_India,AI-559,Hyderabad,Early_Morning,one,Evening,Mumbai,Economy,13.5
Air_India,AI-559,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,14.75
Air_India,AI-559,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,15.08
Air_India,AI-559,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,15.67
Air_India,AI-840,Hyderabad,Night,one,Night,Mumbai,Economy,24.75
Air_India,AI-840,Hyderabad,Night,one,Night,Mumbai,Economy,25.33
Air_India,AI-559,Hyderabad,Early_Morning,one,Morning,Mumbai,Economy,26.58
Vistara,UK-894,Hyderabad,Evening,one,Night,Mumbai,Economy,4.92
Vistara,UK-898,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,12.58
Vistara,UK-898,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,13.08
Vistara,UK-894,Hyderabad,Evening,one,Morning,Mumbai,Economy,13.75
Vistara,UK-898,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,14.17
Vistara,UK-898,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,15.75
Vistara,UK-894,Hyderabad,Evening,one,Morning,Mumbai,Economy,15.75
Vistara,UK-898,Hyderabad,Early_Morning,one,Morning,Mumbai,Economy,24.58
Vistara,UK-894,Hyderabad,Evening,one,Night,Mumbai,Economy,25.75
Vistara,UK-894,Hyderabad,Evening,one,Night,Mumbai,Economy,26.25
Vistara,UK-898,Hyderabad,Early_Morning,one,Morning,Mumbai,Economy,26.58
Vistara,UK-894,Hyderabad,Evening,one,Morning,Mumbai,Economy,16.92
Air_India,AI-508,Hyderabad,Afternoon,one,Night,Mumbai,Economy,8.0
Vistara,UK-890,Hyderabad,Evening,one,Night,Mumbai,Economy,6.17
Vistara,UK-880,Hyderabad,Afternoon,one,Evening,Mumbai,Economy,5.67
Vistara,UK-880,Hyderabad,Afternoon,one,Night,Mumbai,Economy,10.42
Air_India,AI-507,Hyderabad,Morning,one,Evening,Mumbai,Economy,8.75
Vistara,UK-830,Hyderabad,Morning,one,Evening,Mumbai,Economy,8.75
Vistara,UK-830,Hyderabad,Morning,one,Night,Mumbai,Economy,13.5
Vistara,UK-898,Hyderabad,Early_Morning,one,Afternoon,Mumbai,Economy,31.08
Air_India,AI-9881,Hyderabad,Afternoon,one,Night,Mumbai,Economy,8.58
Air_India,AI-559,Hyderabad,Early_Morning,one,Evening,Mumbai,Economy,10.92
Air_India,AI-840,Hyderabad,Night,one,Evening,Mumbai,Economy,20.58
Air_India,AI-541,Hyderabad,Evening,one,Evening,Mumbai,Economy,25.17
Air_India,AI-543,Hyderabad,Morning,one,Evening,Mumbai,Economy,30.08
Air_India,AI-559,Hyderabad,Early_Morning,one,Evening,Mumbai,Economy,34.92
Air_India,AI-9893,Hyderabad,Early_Morning,one,Morning,Mumbai,Economy,28.75
Air_India,AI-559,Hyderabad,Early_Morning,one,Evening,Mumbai,Economy,12.75
Vistara,UK-880,Hyderabad,Afternoon,one,Morning,Mumbai,Economy,22.08
Vistara,UK-860,Hyderabad,Early_Morning,one,Afternoon,Mumbai,Economy,8.17
Vistara,UK-860,Hyderabad,Early_Morning,one,Evening,Mumbai,Economy,12.25
Vistara,UK-659,Hyderabad,Morning,one,Night,Mumbai,Economy,10.58
Vistara,UK-880,Hyderabad,Afternoon,one,Night,Mumbai,Economy,8.17
Vistara,UK-898,Hyderabad,Early_Morning,one,Evening,Mumbai,Economy,8.83
Air_India,AI-525,Hyderabad,Early_Morning,one,Evening,Mumbai,Economy,11.83
Indigo,6E-199,Hyderabad,Early_Morning,zero,Early_Morning,Mumbai,Economy,1.5
Indigo,6E-7156,Hyderabad,Afternoon,one,Evening,Mumbai,Economy,4.75
Air_India,AI-559,Hyderabad,Early_Morning,one,Evening,Mumbai,Economy,11.5
Air_India,AI-840,Hyderabad,Night,one,Afternoon,Mumbai,Economy,16.0
Air_India,AI-541,Hyderabad,Evening,one,Afternoon,Mumbai,Economy,20.58
Air_India,AI-9875,Hyderabad,Morning,one,Night,Mumbai,Economy,10.08
Air_India,AI-9928,Hyderabad,Night,one,Morning,Mumbai,Economy,12.33
Indigo,6E-793,Hyderabad,Evening,one,Late_Night,Mumbai,Economy,8.58
Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,17.0
Air_India,AI-9891,Hyderabad,Evening,two_or_more,Afternoon,Mumbai,Economy,18.67
Air_India,AI-9891,Hyderabad,Evening,two_or_more,Evening,Mumbai,Economy,23.83
Air_India,AI-9921,Hyderabad,Evening,two_or_more,Morning,Mumbai,Economy,15.33
Air_India,AI-9921,Hyderabad,Evening,two_or_more,Morning,Mumbai,Economy,16.42
Air_India,AI-9921,Hyderabad,Evening,two_or_more,Morning,Mumbai,Economy,17.5
Air_India,AI-9921,Hyderabad,Evening,two_or_more,Afternoon,Mumbai,Economy,19.08
Air_India,AI-9921,Hyderabad,Evening,two_or_more,Evening,Mumbai,Economy,24.25
Air_India,AI-840,Hyderabad,Night,one,Evening,Mumbai,Economy,19.58
Air_India,AI-541,Hyderabad,Evening,one,Evening,Mumbai,Economy,24.17
Vistara,UK-659,Hyderabad,Morning,one,Night,Mumbai,Economy,9.08
Indigo,6E-793,Hyderabad,Evening,one,Evening,Mumbai,Economy,3.58
Indigo,6E-905,Hyderabad,Afternoon,one,Evening,Mumbai,Economy,6.92
Indigo,6E-905,Hyderabad,Afternoon,one,Evening,Mumbai,Economy,5.0
Air_India,AI-559,Hyderabad,Early_Morning,one,Afternoon,Mumbai,Economy,6.33
Air_India,AI-559,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,40.92
Air_India,AI-9885,Hyderabad,Morning,one,Afternoon,Mumbai,Economy,26.08
Air_India,AI-543,Hyderabad,Morning,one,Evening,Mumbai,Economy,29.08
Air_India,AI-9885,Hyderabad,Morning,one,Evening,Mumbai,Economy,31.25
Air_India,AI-9885,Hyderabad,Morning,one,Evening,Mumbai,Economy,33.25
AirAsia,I5-1543,Hyderabad,Afternoon,one,Night,Mumbai,Economy,6.25
Air_India,AI-559,Hyderabad,Early_Morning,one,Morning,Mumbai,Economy,27.67
Air_India,AI-9885,Hyderabad,Morning,one,Night,Mumbai,Economy,34.83
Air_India,AI-559,Hyderabad,Early_Morning,one,Evening,Mumbai,Economy,33.92
Vistara,UK-659,Hyderabad,Morning,one,Night,Mumbai,Economy,11.83
Vistara,UK-659,Hyderabad,Morning,one,Night,Mumbai,Economy,12.83
Vistara,UK-659,Hyderabad,Morning,one,Morning,Mumbai,Economy,24.0
Vistara,UK-659,Hyderabad,Morning,one,Night,Mumbai,Economy,10.25
AirAsia,I5-766,Hyderabad,Night,two_or_more,Early_Morning,Mumbai,Economy,9.67
Air_India,AI-541,Hyderabad,Evening,one,Evening,Mumbai,Economy,25.75
Air_India,AI-9928,Hyderabad,Night,one,Night,Mumbai,Economy,24.83
Vistara,UK-890,Hyderabad,Evening,one,Afternoon,Mumbai,Economy,20.33
Vistara,UK-659,Hyderabad,Morning,one,Morning,Mumbai,Economy,24.5
GO_FIRST,G8-661,Hyderabad,Early_Morning,one,Afternoon,Mumbai,Economy,6.58
GO_FIRST,G8-661,Hyderabad,Early_Morning,one,Evening,Mumbai,Economy,10.33
AirAsia,I5-1518,Hyderabad,Evening,one,Late_Night,Mumbai,Economy,4.83
AirAsia,I5-972,Hyderabad,Evening,one,Late_Night,Mumbai,Economy,8.17
AirAsia,I5-1543,Hyderabad,Afternoon,one,Late_Night,Mumbai,Economy,10.25
AirAsia,I5-1517,Hyderabad,Evening,one,Late_Night,Mumbai,Economy,10.25
GO_FIRST,G8-509,Hyderabad,Early_Morning,one,Morning,Mumbai,Economy,4.58
GO_FIRST,G8-571,Hyderabad,Night,one,Late_Night,Mumbai,Economy,5.17
GO_FIRST,G8-7556,Hyderabad,Afternoon,one,Night,Mumbai,Economy,5.67
GO_FIRST,G8-501,Hyderabad,Early_Morning,one,Afternoon,Mumbai,Economy,5.75
GO_FIRST,G8-506,Hyderabad,Afternoon,one,Night,Mumbai,Economy,5.92
GO_FIRST,G8-426,Hyderabad,Night,one,Early_Morning,Mumbai,Economy,5.92
GO_FIRST,G8-509,Hyderabad,Early_Morning,one,Morning,Mumbai,Economy,6.42
GO_FIRST,G8-7556,Hyderabad,Afternoon,one,Night,Mumbai,Economy,6.42
GO_FIRST,G8-7556,Hyderabad,Afternoon,one,Night,Mumbai,Economy,7.75
GO_FIRST,G8-424,Hyderabad,Early_Morning,one,Afternoon,Mumbai,Economy,9.08
GO_FIRST,G8-7556,Hyderabad,Afternoon,one,Late_Night,Mumbai,Economy,9.17
GO_FIRST,G8-625,Hyderabad,Morning,one,Night,Mumbai,Economy,9.75
GO_FIRST,G8-517,Hyderabad,Night,one,Early_Morning,Mumbai,Economy,10.58
GO_FIRST,G8-501,Hyderabad,Early_Morning,one,Evening,Mumbai,Economy,10.67
GO_FIRST,G8-426,Hyderabad,Night,one,Morning,Mumbai,Economy,10.83
GO_FIRST,G8-424,Hyderabad,Early_Morning,one,Evening,Mumbai,Economy,11.08
GO_FIRST,G8-426,Hyderabad,Night,one,Morning,Mumbai,Economy,11.83
GO_FIRST,G8-424,Hyderabad,Early_Morning,one,Evening,Mumbai,Economy,12.58
GO_FIRST,G8-7556,Hyderabad,Afternoon,one,Early_Morning,Mumbai,Economy,12.75
GO_FIRST,G8-517,Hyderabad,Night,one,Morning,Mumbai,Economy,13.08
GO_FIRST,G8-513,Hyderabad,Morning,one,Night,Mumbai,Economy,13.25
GO_FIRST,G8-426,Hyderabad,Night,one,Afternoon,Mumbai,Economy,14.5
Air_India,AI-9891,Hyderabad,Evening,two_or_more,Evening,Mumbai,Economy,25.83
Air_India,AI-9921,Hyderabad,Evening,two_or_more,Evening,Mumbai,Economy,26.25
GO_FIRST,G8-123,Hyderabad,Early_Morning,one,Afternoon,Mumbai,Economy,9.25
Air_India,AI-541,Hyderabad,Evening,one,Evening,Mumbai,Economy,27.75
Vistara,UK-860,Hyderabad,Early_Morning,one,Afternoon,Mumbai,Economy,31.92
Air_India,AI-9891,Hyderabad,Evening,two_or_more,Night,Mumbai,Economy,27.08
Air_India,AI-9891,Hyderabad,Evening,two_or_more,Night,Mumbai,Economy,27.42
Air_India,AI-9891,Hyderabad,Evening,two_or_more,Night,Mumbai,Economy,28.0
Air_India,AI-9893,Hyderabad,Early_Morning,one,Evening,Mumbai,Economy,11.5
Air_India,AI-9893,Hyderabad,Early_Morning,one,Evening,Mumbai,Economy,13.5
Air_India,AI-541,Hyderabad,Evening,one,Night,Mumbai,Economy,29.33
Vistara,UK-659,Hyderabad,Morning,one,Night,Mumbai,Economy,11.0
Vistara,UK-659,Hyderabad,Morning,one,Morning,Mumbai,Economy,22.75
GO_FIRST,G8-661,Hyderabad,Early_Morning,one,Evening,Mumbai,Economy,11.67
Air_India,AI-9893,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,14.75
Air_India,AI-9893,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,15.67
Air_India,AI-616,Hyderabad,Morning,zero,Morning,Mumbai,Economy,1.25
Air_India,AI-542,Hyderabad,Afternoon,one,Afternoon,Mumbai,Economy,23.67
Vistara,UK-659,Hyderabad,Morning,two_or_more,Night,Mumbai,Economy,9.08
Vistara,UK-659,Hyderabad,Morning,two_or_more,Night,Mumbai,Economy,10.58
Air_India,AI-9893,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,15.08
Vistara,UK-898,Hyderabad,Early_Morning,one,Morning,Mumbai,Economy,26.08
Air_India,AI-840,Hyderabad,Night,one,Morning,Mumbai,Economy,12.92
Air_India,AI-541,Hyderabad,Evening,one,Morning,Mumbai,Economy,17.5
Air_India,AI-543,Hyderabad,Morning,one,Morning,Mumbai,Economy,22.42
Air_India,AI-9875,Hyderabad,Morning,one,Morning,Mumbai,Economy,21.58
Vistara,UK-830,Hyderabad,Morning,one,Night,Mumbai,Economy,11.25
Air_India,AI-559,Hyderabad,Early_Morning,one,Morning,Mumbai,Economy,28.75
Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,14.75
GO_FIRST,G8-517,Hyderabad,Night,one,Early_Morning,Mumbai,Economy,10.67
GO_FIRST,G8-517,Hyderabad,Night,one,Morning,Mumbai,Economy,13.33
GO_FIRST,G8-571,Hyderabad,Night,one,Early_Morning,Mumbai,Economy,11.83
GO_FIRST,G8-426,Hyderabad,Night,one,Early_Morning,Mumbai,Economy,6.58
GO_FIRST,G8-426,Hyderabad,Night,one,Morning,Mumbai,Economy,10.58
GO_FIRST,G8-7556,Hyderabad,Afternoon,one,Early_Morning,Mumbai,Economy,13.42
Air_India,AI-840,Hyderabad,Night,one,Evening,Mumbai,Economy,21.42
Vistara,UK-898,Hyderabad,Early_Morning,one,Morning,Mumbai,Economy,26.25
Air_India,AI-9891,Hyderabad,Evening,two_or_more,Evening,Mumbai,Economy,24.08
AirAsia,I5-974,Hyderabad,Night,one,Early_Morning,Mumbai,Economy,9.0
Air_India,AI-620,Hyderabad,Early_Morning,zero,Early_Morning,Mumbai,Economy,1.67
Air_India,AI-698,Hyderabad,Night,zero,Night,Mumbai,Economy,1.5
Indigo,6E-6106,Hyderabad,Early_Morning,zero,Early_Morning,Mumbai,Economy,1.42
Indigo,6E-6268,Hyderabad,Evening,zero,Evening,Mumbai,Economy,1.58
Indigo,6E-453,Hyderabad,Morning,zero,Morning,Mumbai,Economy,1.67
Indigo,6E-132,Hyderabad,Morning,zero,Afternoon,Mumbai,Economy,1.67
Indigo,6E-584,Hyderabad,Evening,zero,Night,Mumbai,Economy,1.67
Indigo,6E-884,Hyderabad,Night,zero,Night,Mumbai,Economy,1.67
GO_FIRST,G8-121,Hyderabad,Early_Morning,one,Evening,Mumbai,Economy,12.25
GO_FIRST,G8-661,Hyderabad,Morning,one,Afternoon,Mumbai,Economy,6.08
Air_India,AI-546,Hyderabad,Night,one,Evening,Mumbai,Economy,19.83
GO_FIRST,G8-121,Hyderabad,Early_Morning,one,Morning,Mumbai,Economy,4.08
GO_FIRST,G8-551,Hyderabad,Afternoon,one,Night,Mumbai,Economy,6.5
GO_FIRST,G8-551,Hyderabad,Afternoon,one,Late_Night,Mumbai,Economy,11.33
GO_FIRST,G8-813,Hyderabad,Early_Morning,one,Afternoon,Mumbai,Economy,9.67
GO_FIRST,G8-506,Hyderabad,Night,one,Early_Morning,Mumbai,Economy,11.67
Air_India,AI-9518,Hyderabad,Night,one,Morning,Mumbai,Economy,13.83
GO_FIRST,G8-506,Hyderabad,Night,one,Late_Night,Mumbai,Economy,4.83
Vistara,UK-870,Hyderabad,Night,one,Early_Morning,Mumbai,Economy,11.58
Vistara,UK-870,Hyderabad,Night,one,Morning,Mumbai,Economy,14.75
Vistara,UK-870,Hyderabad,Night,one,Morning,Mumbai,Economy,15.17
Vistara,UK-860,Hyderabad,Early_Morning,one,Afternoon,Mumbai,Economy,5.58
Vistara,UK-830,Hyderabad,Morning,one,Evening,Mumbai,Economy,6.42
Vistara,UK-860,Hyderabad,Early_Morning,one,Afternoon,Mumbai,Economy,7.0
Vistara,UK-830,Hyderabad,Morning,one,Evening,Mumbai,Economy,7.58
Vistara,UK-860,Hyderabad,Early_Morning,one,Afternoon,Mumbai,Economy,8.0
Vistara,UK-830,Hyderabad,Morning,one,Evening,Mumbai,Economy,9.0
Vistara,UK-860,Hyderabad,Early_Morning,one,Evening,Mumbai,Economy,9.5
Vistara,UK-860,Hyderabad,Early_Morning,one,Evening,Mumbai,Economy,10.67
Vistara,UK-830,Hyderabad,Morning,one,Night,Mumbai,Economy,11.92
Vistara,UK-860,Hyderabad,Early_Morning,one,Evening,Mumbai,Economy,12.08
Vistara,UK-830,Hyderabad,Morning,one,Night,Mumbai,Economy,12.75
Vistara,UK-830,Hyderabad,Morning,one,Night,Mumbai,Economy,13.75
Vistara,UK-890,Hyderabad,Evening,one,Early_Morning,Mumbai,Economy,14.33
Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,15.0
Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,15.83
GO_FIRST,G8-503,Hyderabad,Morning,one,Afternoon,Mumbai,Economy,4.33
GO_FIRST,G8-424,Hyderabad,Morning,one,Evening,Mumbai,Economy,6.25
GO_FIRST,G8-424,Hyderabad,Morning,one,Evening,Mumbai,Economy,7.58
GO_FIRST,G8-424,Hyderabad,Morning,one,Night,Mumbai,Economy,11.58
GO_FIRST,G8-424,Hyderabad,Morning,one,Night,Mumbai,Economy,12.92
GO_FIRST,G8-424,Hyderabad,Morning,one,Late_Night,Mumbai,Economy,14.58
GO_FIRST,G8-426,Hyderabad,Night,one,Afternoon,Mumbai,Economy,14.83
GO_FIRST,G8-505,Hyderabad,Afternoon,one,Morning,Mumbai,Economy,19.33
Air_India,AI-559,Hyderabad,Early_Morning,one,Afternoon,Mumbai,Economy,6.17
Air_India,AI-543,Hyderabad,Morning,one,Evening,Mumbai,Economy,8.5
Air_India,AI-543,Hyderabad,Morning,one,Evening,Mumbai,Economy,10.25
Air_India,AI-543,Hyderabad,Morning,one,Night,Mumbai,Economy,11.5
Air_India,AI-559,Hyderabad,Early_Morning,one,Evening,Mumbai,Economy,11.58
Air_India,AI-543,Hyderabad,Morning,one,Night,Mumbai,Economy,11.83
Air_India,AI-543,Hyderabad,Morning,one,Night,Mumbai,Economy,12.42
Air_India,AI-559,Hyderabad,Early_Morning,one,Evening,Mumbai,Economy,13.33
Air_India,AI-559,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,14.58
Air_India,AI-559,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,14.92
Air_India,AI-559,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,15.5
Air_India,AI-420,Hyderabad,Afternoon,one,Morning,Mumbai,Economy,18.17
Air_India,AI-420,Hyderabad,Afternoon,one,Morning,Mumbai,Economy,19.25
Air_India,AI-420,Hyderabad,Afternoon,one,Afternoon,Mumbai,Economy,20.83
Air_India,AI-543,Hyderabad,Morning,one,Morning,Mumbai,Economy,24.42
Air_India,AI-543,Hyderabad,Morning,one,Morning,Mumbai,Economy,25.5
Vistara,UK-830,Hyderabad,Morning,one,Night,Mumbai,Economy,10.0
Vistara,UK-830,Hyderabad,Morning,one,Night,Mumbai,Economy,11.17
Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,13.08
Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,14.25
Vistara,UK-870,Hyderabad,Night,one,Morning,Mumbai,Economy,13.33
Air_India,AI-541,Hyderabad,Evening,one,Evening,Mumbai,Economy,26.0
GO_FIRST,G8-661,Hyderabad,Morning,one,Night,Mumbai,Economy,11.5
GO_FIRST,G8-424,Hyderabad,Morning,one,Night,Mumbai,Economy,10.17
Air_India,AI-525,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,14.5
Air_India,AI-780,Hyderabad,Afternoon,one,Night,Mumbai,Economy,7.42
GO_FIRST,G8-501,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,15.75
Air_India,AI-420,Hyderabad,Afternoon,one,Morning,Mumbai,Economy,17.67
Vistara,UK-830,Hyderabad,Morning,one,Night,Mumbai,Economy,11.5
Air_India,AI-541,Hyderabad,Evening,one,Morning,Mumbai,Economy,17.42
Vistara,UK-830,Hyderabad,Morning,one,Evening,Mumbai,Economy,8.25
GO_FIRST,G8-513,Hyderabad,Morning,one,Night,Mumbai,Economy,13.42
Air_India,AI-559,Hyderabad,Early_Morning,one,Evening,Mumbai,Economy,10.5
GO_FIRST,G8-661,Hyderabad,Morning,one,Evening,Mumbai,Economy,10.25
GO_FIRST,G8-813,Hyderabad,Early_Morning,one,Evening,Mumbai,Economy,13.83
Air_India,AI-546,Hyderabad,Night,one,Morning,Mumbai,Economy,10.83
GO_FIRST,G8-551,Hyderabad,Morning,one,Evening,Mumbai,Economy,8.0
GO_FIRST,G8-551,Hyderabad,Morning,one,Night,Mumbai,Economy,12.75
Air_India,AI-515,Hyderabad,Morning,one,Night,Mumbai,Economy,11.75
Air_India,AI-543,Hyderabad,Morning,one,Afternoon,Mumbai,Economy,27.08
Air_India,AI-559,Hyderabad,Early_Morning,one,Morning,Mumbai,Economy,27.5
Air_India,AI-9881,Hyderabad,Afternoon,one,Late_Night,Mumbai,Economy,11.33
Air_India,AI-9881,Hyderabad,Afternoon,one,Morning,Mumbai,Economy,18.92
Air_India,AI-546,Hyderabad,Night,one,Night,Mumbai,Economy,23.83
Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,14.58
Vistara,UK-870,Hyderabad,Night,one,Afternoon,Mumbai,Economy,16.17
Air_India,AI-525,Hyderabad,Early_Morning,one,Evening,Mumbai,Economy,11.25
Air_India,AI-9893,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,14.58
Air_India,AI-9893,Hyderabad,Early_Morning,one,Morning,Mumbai,Economy,26.08
Air_India,AI-9893,Hyderabad,Early_Morning,one,Morning,Mumbai,Economy,28.08
Air_India,AI-546,Hyderabad,Night,one,Morning,Mumbai,Economy,9.42
Air_India,AI-546,Hyderabad,Night,one,Evening,Mumbai,Economy,18.42
Air_India,AI-515,Hyderabad,Morning,one,Morning,Mumbai,Economy,23.25
Air_India,AI-515,Hyderabad,Morning,one,Morning,Mumbai,Economy,25.25
GO_FIRST,G8-806,Hyderabad,Afternoon,zero,Afternoon,Bangalore,Economy,1.25
Air_India,AI-9881,Hyderabad,Afternoon,one,Evening,Bangalore,Economy,4.67
AirAsia,I5-1543,Hyderabad,Afternoon,zero,Afternoon,Bangalore,Economy,1.17
AirAsia,I5-1518,Hyderabad,Evening,zero,Night,Bangalore,Economy,1.17
Indigo,6E-6319,Hyderabad,Evening,zero,Evening,Bangalore,Economy,1.25
Indigo,6E-371,Hyderabad,Evening,zero,Evening,Bangalore,Economy,1.33
AirAsia,I5-1517,Hyderabad,Evening,one,Night,Bangalore,Economy,7.67
Indigo,6E-285,Hyderabad,Evening,zero,Night,Bangalore,Economy,1.08
Indigo,6E-7224,Hyderabad,Evening,zero,Evening,Bangalore,Economy,1.83
Air_India,AI-9881,Hyderabad,Afternoon,one,Night,Bangalore,Economy,9.25
Air_India,AI-840,Hyderabad,Night,one,Morning,Bangalore,Economy,12.08
Air_India,AI-840,Hyderabad,Night,one,Late_Night,Bangalore,Economy,27.67
Air_India,AI-840,Hyderabad,Night,one,Evening,Bangalore,Economy,19.42
AirAsia,I5-510,Hyderabad,Early_Morning,one,Evening,Bangalore,Economy,9.67
Air_India,AI-9875,Hyderabad,Morning,one,Afternoon,Bangalore,Economy,3.92
Indigo,6E-6066,Hyderabad,Morning,zero,Morning,Bangalore,Economy,1.33
Indigo,6E-413,Hyderabad,Early_Morning,zero,Morning,Bangalore,Economy,1.5
Indigo,6E-531,Hyderabad,Early_Morning,one,Afternoon,Bangalore,Economy,7.58
Indigo,6E-531,Hyderabad,Early_Morning,one,Morning,Bangalore,Economy,3.5
Indigo,6E-514,Hyderabad,Afternoon,one,Evening,Bangalore,Economy,4.0
Indigo,6E-6151,Hyderabad,Morning,one,Afternoon,Bangalore,Economy,4.25
Indigo,6E-6151,Hyderabad,Morning,one,Evening,Bangalore,Economy,7.67
Vistara,UK-876,Hyderabad,Night,one,Morning,Bangalore,Economy,11.25
Vistara,UK-876,Hyderabad,Night,one,Morning,Bangalore,Economy,13.17
Indigo,6E-827,Hyderabad,Morning,zero,Afternoon,Bangalore,Economy,1.33
Air_India,AI-698,Hyderabad,Night,two_or_more,Late_Night,Bangalore,Economy,25.92
Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Bangalore,Economy,13.58
Vistara,UK-870,Hyderabad,Night,one,Morning,Bangalore,Economy,14.25
Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Bangalore,Economy,15.83
Vistara,UK-890,Hyderabad,Evening,one,Morning,Bangalore,Economy,17.17
Vistara,UK-860,Hyderabad,Early_Morning,one,Morning,Bangalore,Economy,28.0
Vistara,UK-860,Hyderabad,Early_Morning,one,Evening,Bangalore,Economy,12.0
Vistara,UK-870,Hyderabad,Night,one,Morning,Bangalore,Economy,15.25
Vistara,UK-890,Hyderabad,Evening,one,Morning,Bangalore,Economy,18.17
Air_India,AI-543,Hyderabad,Morning,one,Late_Night,Bangalore,Economy,13.17
Air_India,AI-543,Hyderabad,Morning,one,Morning,Bangalore,Economy,21.58
Air_India,AI-9885,Hyderabad,Morning,two_or_more,Morning,Bangalore,Economy,22.17
Vistara,UK-860,Hyderabad,Early_Morning,one,Evening,Bangalore,Economy,10.17
Vistara,UK-870,Hyderabad,Night,one,Night,Bangalore,Economy,26.08
Vistara,UK-890,Hyderabad,Evening,one,Night,Bangalore,Economy,29.0
Vistara,UK-876,Hyderabad,Night,one,Night,Bangalore,Economy,25.08
Vistara,UK-870,Hyderabad,Night,one,Night,Bangalore,Economy,23.83
Vistara,UK-890,Hyderabad,Evening,one,Night,Bangalore,Economy,26.75
Vistara,UK-870,Hyderabad,Night,one,Evening,Bangalore,Economy,22.25
Vistara,UK-890,Hyderabad,Evening,one,Evening,Bangalore,Economy,25.17
Vistara,UK-870,Hyderabad,Night,one,Evening,Bangalore,Economy,20.42
Vistara,UK-890,Hyderabad,Evening,one,Evening,Bangalore,Economy,23.33
Air_India,AI-840,Hyderabad,Night,one,Night,Bangalore,Economy,23.25
Air_India,AI-840,Hyderabad,Night,one,Afternoon,Bangalore,Economy,15.67
AirAsia,I5-510,Hyderabad,Early_Morning,one,Evening,Bangalore,Economy,9.17
Air_India,AI-508,Hyderabad,Afternoon,zero,Afternoon,Bangalore,Economy,1.25
GO_FIRST,G8-661,Hyderabad,Early_Morning,one,Afternoon,Bangalore,Economy,7.17
Air_India,AI-9518,Hyderabad,Night,zero,Night,Bangalore,Economy,1.5
Indigo,6E-2005,Hyderabad,Afternoon,one,Evening,Bangalore,Economy,5.0
Air_India,AI-9928,Hyderabad,Evening,zero,Night,Bangalore,Economy,1.5
Air_India,AI-840,Hyderabad,Night,one,Late_Night,Bangalore,Economy,27.33
GO_FIRST,G8-424,Hyderabad,Early_Morning,one,Night,Bangalore,Economy,14.92
Air_India,AI-9885,Hyderabad,Morning,two_or_more,Afternoon,Bangalore,Economy,25.75
Air_India,AI-9885,Hyderabad,Morning,two_or_more,Evening,Bangalore,Economy,29.5
Air_India,AI-9885,Hyderabad,Morning,two_or_more,Night,Bangalore,Economy,33.33
Air_India,AI-543,Hyderabad,Morning,two_or_more,Morning,Bangalore,Economy,23.83
Air_India,AI-543,Hyderabad,Morning,two_or_more,Evening,Bangalore,Economy,31.17
Vistara,UK-830,Hyderabad,Morning,one,Morning,Bangalore,Economy,24.5
Vistara,UK-830,Hyderabad,Morning,one,Morning,Bangalore,Economy,25.5
Vistara,UK-870,Hyderabad,Night,one,Evening,Bangalore,Economy,21.17
Vistara,UK-870,Hyderabad,Night,one,Night,Bangalore,Economy,24.33
Vistara,UK-880,Hyderabad,Afternoon,one,Morning,Bangalore,Economy,21.42
Vistara,UK-880,Hyderabad,Afternoon,one,Morning,Bangalore,Economy,22.42
Air_India,AI-543,Hyderabad,Morning,two_or_more,Late_Night,Bangalore,Economy,12.83
Vistara,UK-830,Hyderabad,Morning,one,Night,Bangalore,Economy,12.33
Air_India,AI-525,Hyderabad,Early_Morning,one,Late_Night,Bangalore,Economy,19.83
Vistara,UK-880,Hyderabad,Afternoon,one,Night,Bangalore,Economy,9.25
Vistara,UK-830,Hyderabad,Morning,one,Night,Bangalore,Economy,10.08
